"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50139255","SUSHI YA JAPANESE RESTAURANT & BAR","Queens","97-11","QUEENS BOULEVARD","11374","7188061228","Japanese","03/12/2024","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","26",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.72965310296","-73.8610351251","406","29","071701","4050459","4020900064","QN18","POINT (-73.861035125104 40.729653102964)"
"50142782","GHOROA HALAL FOOD","Queens","168-41","HILLSIDE AVENUE","11432","7182629100","Bangladeshi","05/12/2025","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","14",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.71044806925","-73.79366707377","408","24","045400","4210549","4098410056","QN35","POINT (-73.793667073773 40.710448069252)"
"50132085","KASHMIR 9","Manhattan","478","9 AVENUE","10018","2127367745","Pakistani","12/05/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","12/05/2024","04/20/2026","Cycle Inspection / Re-inspection","40.75507133236","-73.99506226953","104","03","011100","1013610","1007600076","MN13","POINT (-73.995062269528 40.75507133236)"
"50084102","GIRASOL TAQUERIA & BAKERY","Brooklyn","690","5 AVENUE","11215","7183690251","Mexican","03/25/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","27",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.66143342803","-73.99334273626","307","38","014500","3009272","3006400043","BK32","POINT (-73.993342736258 40.661433428029)"
"50172461","VIVA JUICE & SALAD BAR","Staten Island","1377","BAY STREET","10305","6464699576","Juice, Smoothies, Fruit Salads","07/08/2025","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","11","N",,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.61008053713","-74.06316456034","501","49","000600","5042276","5028340006","SI37","POINT (-74.063164560337 40.610080537132)"
"50129635","CHICK-FIL-A","Manhattan","216","WEST  125 STREET","10027","6463105144","Sandwiches","02/06/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","02/06/2023","04/20/2026","Pre-permit (Operational) / Initial Inspection","40.80921680496","-73.94893872654","110","09","022200","1058641","1019300037","MN11","POINT (-73.94893872654 40.80921680496)"
"50159968","CHINA GARDEN","Brooklyn","679","MYRTLE AVENUE","11205","7188756637","Chinese","06/20/2025","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","06/20/2025","04/20/2026","Pre-permit (Operational) / Re-inspection","40.69477708035","-73.95635085145","303","33","123700","3054779","3019000064","BK75","POINT (-73.956350851447 40.694777080349)"
"50123348","GREAT BURRITO","Manhattan","100","WEST   23 STREET","10011","2122430022","Mexican","09/08/2022","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","29",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.74307388851","-73.99323710952","104","03","009100","1014803","1007980049","MN13","POINT (-73.993237109516 40.743073888506)"
"50133003","WAI PO REN JIA","Queens","136-77","41 AVENUE","11355","7189390008","Chinese","02/02/2026","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","26",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75867698265","-73.82905055976","407","20","085300","4113566","4050190086","QN22","POINT (-73.829050559757 40.758676982652)"
"50105016","MAO MAO","Brooklyn","1000","BROADWAY","11221","9296005965","Thai","12/03/2022","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","37",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.69602050052","-73.93356218085","303","36","028700","3000000","3015900017","BK35","POINT (-73.933562180846 40.696020500518)"
"41145134","DUNKIN', BASKIN ROBBINS","Manhattan","1392","LEXINGTON AVENUE","10128","2127225767","Donuts","05/22/2025","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","43",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.78306655916","-73.95298509614","108","04","015801","1048312","1015200056","MN40","POINT (-73.952985096144 40.783066559162)"
"50136553","THE CANARY","Brooklyn","789","FRANKLIN AVENUE","11238","3472210881","American","02/26/2026","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","62",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.67194372669","-73.95749419747","308","35","021900","3032115","3012520006","BK61","POINT (-73.957494197471 40.67194372669)"
"50077075","EMMA'S TORCH","Brooklyn","345","SMITH STREET","11231","2404416326","American","10/07/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","27",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.68013367371","-73.99492001891","306","39","007700","3336266","3004500010","BK33","POINT (-73.994920018914 40.680133673706)"
"50157246","GOTTA GETTA BAGEL","Queens","107-09","71 AVENUE","11375","7188982020","American","03/26/2026","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","44",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.72039318495","-73.84465087785","406","29","071100","4077493","4032390023","QN17","POINT (-73.844650877851 40.72039318495)"
"40384671","CHEZ JOSEPHINE","Manhattan","414","WEST   42 STREET","10036","2125941925","French","05/06/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","25","B","05/06/2024","04/20/2026","Cycle Inspection / Re-inspection","40.75870530575","-73.99332575755","104","03","011500","1026332","1010510040","MN15","POINT (-73.993325757553 40.758705305754)"
"41458001","DIXON PLACE","Manhattan","161","CHRYSTIE STREET","10002","2122190736","American","09/19/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","19",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.72061343531","-73.99257199538","103","01","001800","1079084","1004257501","MN27","POINT (-73.992571995377 40.720613435312)"
"50092128","TACO BELL","Manhattan","1614","2 AVENUE","10028","9292193609","Tex-Mex","05/19/2023","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","5","A","05/19/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.77635557553","-73.95283820691","108","05","013800","1049948","1015460050","MN32","POINT (-73.952838206912 40.77635557553)"
"50000068","LADY M BRYANT PARK","Manhattan","36","WEST   40 STREET","10018","2124522222","Bakery Products/Desserts","06/06/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","06/06/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.75302545264","-73.98382654371","105","04","008400","1016056","1008410070","MN17","POINT (-73.983826543714 40.753025452636)"
"50116310","JOSE LUIS LITTLE ITALY","Manhattan","115","MULBERRY STREET","10013","3477542168","Italian","04/03/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","14",,,"04/20/2026","Pre-permit (Operational) / Compliance Inspection","40.7176767608","-73.99823597203","102","01","004100","1079550","1002060022","MN24","POINT (-73.998235972027 40.717676760803)"
"41579178","BROOKLYN CUPCAKE","Brooklyn","335","UNION AVENUE","11211","7185763600","Bakery Products/Desserts","10/31/2023","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","11","A","10/31/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.71048052176","-73.95104901757","301","34","051300","3062885","3024000013","BK73","POINT (-73.951049017571 40.710480521755)"
"50012014","KENNEDY CHICKEN & PIZZA","Manhattan","2409","2 AVENUE","10035","2122892596","Chicken","02/13/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","20",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.80160918578","-73.93434854884","111","08","019400","1054647","1017880026","MN34","POINT (-73.934348548843 40.80160918578)"
"50089290","GRANO DE CAFE","Queens","98-12","NORTHERN BOULEVARD","11368","9294538737","Latin American","03/21/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","50",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75713893779","-73.87019640068","403","21","037700","4042444","4017130007","QN26","POINT (-73.870196400677 40.757138937787)"
